from,to
ETV7,F2RL3
CPEB1,TXLNB
HEY2,R3HDM4
NHLH1,ANKRD46
FLI1,ZBTB1
MYOD1,C12orf68
POU3F4,OSMR
EGR1,SAMD4B
ETS2,NDUFS2
ETV6,NOSIP
IRF9,PRKACA
ISX,LIG3
RARG,SH2B1
TFAP4,WNK1
STAT5A,XBP1
BHLHE41,CCDC151
PROP1,BTLA
GRHL1,PACS1
TBR1,HS3ST4
PRRX2,CTNNA3
STAT3,C19orf40
AP1,HGD
SPI1,PPP1R17
TCF7L1,EBAG9
LHX8,FAM163A
MYEF2,VSTM2L
HOXD1,VCPIP1
RFX4,RPF2
SP4,OARD1
KLF16,PRTG
NKX1-1,IER5
FLI1,SEMA5B
KLF13,ARL4A
FOXO4,ZBTB34
ZNF350,DTX4
EN1,HGD
FOXC2,ZUFSP
EWSR1,CD36
AP1,PDE6B
JDP2,VPS37B
RFX3,IFT57
EGR,NFIA
HOXA3,GPR52
MAF,PDZRN4
ETV6,RAD54L
EGR2,PPDPF
CACD,IL2RG
CREB3L1,RARA
ZNF219,CHRNA4
ATF7,SPAG6
ETS,PPM1M
CREB1,CCDC37
ELF1,CCDC104
SP1,TXNDC17
TEAD1,MYOM1
POU2F1,RUNX2
EGR4,GPR56
KLF4,UGP2
AR,IGSF8
NR2F1,TRA2A
SP4,TATDN2
NR2E1,LRRC4C
MSX2,MSRA
MEF2A,MEPE
FOXI1,ARPP21
SPI1,SPTY2D1
BHLHE41,HSPBAP1
TCF7L1,DYNC1H1
AP1,FASTKD2
HOXB13,CADPS
RFX3,C3orf67
KLF14,PCDHB4
POU6F1,DUSP16
KLF4,CTTNBP2NL
TAL1,RNASE2
RARA,RBM6
LEF1,MYCBP2
ZFX,FHOD3
ETV2,UBA52
SP1,ERCC8
RFX1,PRDM4
LMO2,SPATC1
KLF12,KIF2A
OSR1,SLC5A8
ETV6,WDR1
HF1H3B,GSTM2
SPDEF,NASP
EGR,NPY
SOX10,ANGPT1
HOXA6,NTM
RELA,SLC25A18
SP3,HBEGF
SPI1,FBXL12
ETV7,ZNF223
MYBL2,ALKBH1
RFX5,C1orf194
HAND1,TCF7
CTCF,DIP2C
EGR,SCRT1
RARG,DUSP6
HOXC11,CD82
PATZ1,YPEL4
TBX21,KRI1
SP1,KCNIP3
HOXB9,ZNF232
ASCL2,LZTS2
RFX4,SPG21
NFE2,CHN1
SP4,CTTNBP2NL
MEF2A,PPP2R3A
OTP,CEP57
ATF2,PEX11G
POU3F3,DDX26B
CACD,ABCC8
POU4F3,MIEN1
POU2F2,LHX6
KLF7,CBX8
NFIC,CSRNP3
HNF1A,LARP7
ETV5,EMC4
RARA,TRPC4AP
GSC2,NABP1
FLI1,RPS27
LBX2,PARVB
ONECUT1,BRSK1
RXRA,NFIB
NRF1,PHF12
TCF21,CDK5RAP2
MAFK,OSR1
ELK1,ARPC5L
POU,MTIF3
NR5A1,OXT
KLF12,MVD
EOMES,SLC5A8
ATF1,AIMP2
TLX2,HIVEP2
TBX1,DOCK4
RARG,SLC6A12
DLX4,PMEPA1
SP1,DAPL1
CACD,GINS2
ETS1,SF3A3
ZBTB18,CEP128
ZNF281,DLX6
BARHL2,BAMBI
EBOX,ST6GAL2
SP4,SMTN
EHF,CDC14A
ETV7,ERBB2
GTF2I,NKX2-3
CREB3L2,MIDN
DBX1,DAB2IP
KLF4,COL11A2
NR2F1,PRKCSH
EBOX,PPP2R3C
SOX11,PTPRJ
SP4,CKMT2
KLF4,TMEM52
PPARG,GRB7
BRCA1,OTUD1
NR2F1,ZIC1
POU3F3,NPY1R
EN2,KCNT2
POU1F1,ABCA13
TLX2,BAAT
GABPA,IPO4
RXRA,HOOK1
ARID3A,PTPN1
HSF1,CD47
MYC,MRTO4
HOXA9,ATF6B
RXRA,SLC22A7
YY1,MGAT3
SREBF,HAPLN2
GBX2,PHF19
RREB1,TMPRSS6
FOXG1,LRRTM4
GLI2,CSNK1E
MAFG,C2orf80
KLF4,MFN2
NFIB,PDLIM7
NRF1,HIRIP3
TCF4,TLE2
EGR2,DKKL1
PGR,MSL1
EGR,CHST15
TFAP2C,CERCAM
TCF4,JMY
MYEF2,XIRP1
MSX1,ZNF644
NFIB,HMGA2
PRRX1,MEF2C
LMO2,TACR1
RFX5,CD4
PPARG,C1QL3
FOXJ3,POU6F2
LMX1B,FAM184A
SPIC,PDCD4
TFEC,SLC25A46
SOX17,AKAP6
NFE2L2,ZCCHC6
LBX2,ANK1
KLF4,CHRNB1
HOXA3,KCTD3
CREB5,PARP2
IRF3,EPB41L3
HIC2,FAM19A5
HF1H3B,QRICH1
SPIC,PCDHGA6
HNF4,MAP1LC3A
NKX6-3,PFKFB3
POU3F4,DPYSL2
SP4,PRAF2
POU6F1,FRMD4A
ERG,DNAJC1
GATA6,CDH18
BACH2,THEM6
EGR,FEM1B
IRF,SETBP1
LHX3,COL11A1
MEIS1,NAA10
MEIS3,CNST
SP3,GUCY1B3
SPI1,ASB4
POU4F3,ADAM17
HOXD3,PNPLA3
ELF1,ZNF611
SP1,ANKRD11
RREB1,POU3F2
STAT5A,ADRA1D
NFAT,LPL
MEF2B,IL10
FOX,RASGRP3
SOX18,C2orf80
HOXC6,C8orf44
ZNF219,SOX3
NKX2-4,ZNRF3
JDP2,ATP6V1B2
IRF,ZC3HAV1
MGA,HAS3
ATF1,TMTC4
POU2F3,PRRC2A
FOXL1,LAMP5
KLF14,TESK2
SP3,FOXG1
ATF3,UBL5
RFX1,C3orf67
ETV4,TRO
TFAP2C,FBXL16
HESX1,SPATS2L
TCF3,PDE4D
ATF1,METTL4
NFY,BICD2
EBF1,PHACTR2
ZBTB14,VWA2
SPIC,KDM6B
SP8,BACH1
KLF14,TBC1D25
DLX4,MAB21L1
TFAP4,CNTN2
SP8,PNKP
KLF12,TMEM230
RUNX1,FOXN3
VAX2,CMC1
SP1,TRIM2
EGR4,C1QL4
ETV7,MAGED2
SP4,PACSIN3
ETV3,PIK3C3
NFAT,SYNDIG1
FEV,GLTPD1
ELK4,ARF4
SP1,ARHGAP39
TFE3,CLN3
SP3,PDE4A
HOXC12,CD93
ATF6,PLAU
TCF7L2,VPS18
MEIS1,SESN1
EMX2,NFIX
RFX1,CCDC160
NFIB,NT5C
WT1,C18orf25
ZIC3,NTN3
OBOX5,RHOBTB3
HOXC9,NCEH1
KLF12,FIP1L1
TFAP2B,LY6H
MAF,MNT
SRF,ZEB1
EGR1,LASP1
GATA4,NXPE1
KLF16,TIMM10B
ELK4,MRPS21
ETV7,ANKRD31
MEF2A,LAPTM5
NR2F1,BPIFA2
SRF,MYL4
POU3F3,ZMIZ2
HNF1B,RORA
SPIC,SYTL2
KLF14,SHISA5
FOXC1,GRM3
KLF14,RSF1
TFAP2C,C10orf105
BARHL2,MDM1
CUX1,AMBP
MYOD1,MRPS15
ZNF219,ECSCR
ELF3,EMC7
ZIC2,MORF4L1
ETV6,C7orf60
FOXA2,ST7
LEF1,HDDC2
OBOX5,MLLT3
HOXC8,CHD9
AP1,MAMLD1
RFX5,ISG20L2
XBP1,FOXP2
STAT3,ZNF283
FOXC2,BTG1
RFX3,SIK1
EWSR1,SLC34A3
ESRRB,SNN
GBX2,GRAP2
EHF,ZBTB2
ETV6,ZNF551
ATF3,FSCN1
MEIS3,TSPAN2
RXRG,NFIA
VAX1,CLDND1
RHOXF2,IER5
FOXA2,STXBP5L
KLF16,BCL2L1
TFAP4,AQP4
SP4,ACOX1
GCM2,PON2
EGR,C10orf118
ETS1,FJX1
NR2F2,NELFE
ELF3,XKR6
HSF2,USF2
IRF,RARRES3
HDX,FRMD4A
KLF7,SLC25A25
ETV7,KLHDC3
GSX2,BRD2
HOXC11,DLAT
HMX1,DCX
HOXB9,C10orf32
NR2F6,ACHE
NR5A2,ZNF567
TEAD1,DAB2
ETS1,NUDT1
HNF4A,XRCC5
NFY,SF1
PHOX2A,WRNIP1
NFE2L2,RAB10
SP1,NDUFB11
NOTO,PPP1R1B
RELA,FPGS
ELF1,CTDSP2
LMX1A,CDC40
POU3F1,NDUFC2-KCTD14
ETV7,PYROXD1
MEOX1,PHTF2
ELK1,RAC1
ERG,TRAPPC10
EBOX,TMEM258
IRF,KDM6B
HOXC10,JAKMIP2
RARA,CLTCL1
RFX7,EIF4G3
KLF7,C21orf33
POU3F1,C1R
CREB,ISCU
RXRA,COL1A2
KLF4,C10orf82
NFYA,STON2
NHLH1,TMCC1
RFX2,PGAP3
EGR2,ZNF17
EGR,SRF
MYEF2,NR2F1
ATF6,CUL5
PITX2,FZD2
E2F1,CPNE5
NFYA,PCNT
PAX4,ACOT7
NR4A2,CCND3
CPEB1,JAZF1
EOMES,NR4A2
HF1H3B,DNAJC13
UNCX,LDLRAD4
POU1F1,SCRT2
TEAD3,SEMA3E
HMX3,SYTL2
FOXB1,CALD1
EWSR1,HPCA
MYOD1,UTP11L
ELF4,ERH
POU3F1,POU3F1
VDR,ETV1
TEAD4,DRAP1
KLF7,FUS
NR2F1,CLUH
GFI1,HLA-DMB
NFY,ENHO
REL,CDC42EP2
IRF7,SECTM1
NFY,EXOC4
HOXC13,HOXC10
IRF7,MEX3A
ETS1,CBFA2T3
KLF4,STRIP2
ISL2,FNDC3A
FOXA1,BHLHB9
SPIC,SRPK2
ETV4,EGR3
ERG,FAM208B
RFX5,ADRA2A
RORA,DOCK9
RREB1,SPTBN2
EMX2,FGF2
KLF7,SHMT1
NRF1,SIAH1
LHX9,SOX5
SMAD3,RNF151
SMAD3,SF3A3
MEIS1,PIK3R1
ETV7,RBM19
KLF16,PSMG1
ETV7,MSANTD2
KLF7,SLC28A3
NOTO,CXXC5
MEF2A,WFDC1
POU3F2,ST3GAL1
KLF7,INCA1
ELK3,RPE
FOXC1,PPFIA2
ETV1,TRAPPC10
PITX3,SV2B
RXRA,TIAM2
RARA,DHX57
POU2F1,SLC2A12
NR6A1,AC018755.1
FLI1,VPS25
RFX2,NFATC4
PATZ1,C1orf94
MZF1,SBK1
DLX2,TGIF1
RFX1,NR2F2
EGR1,WASF3
TEAD4,EVI5L
OBOX2,GATA3
ZNF281,CNFN
ARNTL,GAREML
OTX1,LEPROTL1
ZIC3,SLC4A3
KLF12,SMARCA4
GABP,SAA2
E2F1,KCNK4
HF1H3B,NES
SP1,BBS7
RARG,NRP1
NHLH1,C10orf10
EGR1,MEGF9
NKX3-2,TSPAN2
NFY,ENSG00000273439
EWSR1,LMO4
CREB3,PDE7A
LEF1,CA14
RELA,C2orf42
ZNF219,MYL3
RFX2,ATP1A4
SP1,MCOLN1
RORA,PRPS1
MSX2,SLC16A4
MAF,ZNF428
CREB5,ATP8B2
KLF14,FGD6
RFX7,ZDHHC8
ETV7,TNPO3
NFKB,ABTB2
TBX4,FZR1
DUXA,COLCA1
FOXL1,PPP3R1
SP1,OIP5
TCF12,SERPINF2
LHX6,CCDC19
SP1,PLCD4
HOXB13,R3HDM4
KLF16,ABI2
SP3,NRG3
RFX5,CRK
KLF4,PDLIM7
NRF1,PPA1
ERG,GOSR1
REST,KDM2A
SP1,BBS9
ETV6,ENG
PAX3,SHC3
TOPORS,FAM65B
ETV7,CDK2
HNF4A,NKIRAS1
MEIS1,KLK12
NFY,EFCAB12
LMO2,ETS2
EWSR1,CHRNB2
MEIS3,APOO
KLF16,INA
POU4F3,CLTC
PITX2,CLSTN2
KLF4,MRPS14
KLF16,LTBP4
PBX1,ROBO2
ELF5,FICD
HF1H3B,MARCH1
KLF14,STARD8
FLI1,SH3RF1
GABP,KCNK10
MEIS1,CLEC19A
ZIC2,PTCHD2
ETS1,C16orf74
PPARA,RTN1
CREB1,NOL11
ATF2,LARS
CACD,LMO3
NKX6-2,HS3ST3A1
E2F2,E2F1
JDP2,NDST4
ZFX,EPHB3
SP4,CLCN6
PITX3,TENM4
SP1,METTL16
YY1,WDR82
BARX1,NFIX
NR2F1,CCDC71
RREB1,CCL26
KLF16,RMI1
EGR,TH
CEBPB,CBX5
NFY,MECP2
RFX5,CIPC
SP8,SLC25A23
NHLH1,KCNA6
MEF2B,TRIM8
SP8,CYP51A1
NR1H,CACNA1S
AP1,DCLRE1B
EBF1,DDX49
PDX1,LOXHD1
CEBPB,SHOC2
ELF3,PDE4D
LMX1B,ROBO2
USF,PSD
EGR1,TANGO2
NR1H,SCLT1
AP1,IL6R
KLF12,SEC11C
KLF14,ALDH6A1
NKX2-1,LGALS1
ALX1,GNG5P2
KLF14,HOOK3
DLX5,SLC10A6
ETV6,MEIS1
T,ZFR
LBX2,SEMA3A
NKX3-2,APOA1BP
CTCF,HDAC7
HNF1B,HOXB8
EGR2,FAM92A1
MSX1,CDH20
HNF4A,C11orf54
HOXD13,SYT1
IRF7,SAT1
BARHL2,TEK
ETV4,ADPRHL2
ELK1,MOAP1
ETV3,UNC45A
RFX3,SLC38A11
ARID5A,CAPN3
HOXC9,ZC3H12C
STAT6,PTPRE
SP1,FAM96B
ELF5,SRPK2
HNF1,GRB10
POU3F4,ERMN
SP1,SERF2
GBX2,LIX1
NR4A2,ARHGAP44
MAFG,C11orf63
CREB1,DENND1C
NFYA,RMI2
E2F1,ZBTB4
NKX1-2,MDGA1
ZBTB18,UBXN11
MAFG,BACH1
ETS1,FBXO36
IRF,EPHA4
NR4A2,CCL20
TFEC,PPM1H
CACD,SORL1
ELF3,DLGAP1
NR5A1,EIF3D
SP1,BAIAP3
ESRRB,PHACTR3
RFX5,CACNA1A
POU2F1,HIST1H2BK
HNF4,C1QA
ETS1,FAM179A
NFKB,FBXO33
PHOX2A,ZNF260
ELF2,DPY19L4
ITGB2,MEIS2
HOXA5,DOCK11
RFX4,SIX3
RFX3,CEP290
NFIC,ZNF132
FOXD3,SCG2
ZIC2,BEGAIN
SP3,UNC79
SP4,MINK1
OBOX1,OAZ2
GTF2I,LAMP5
ISX,C4orf21
ETV7,ZBTB43
HNF1B,NR1H4
HNF4,METTL12
MAFB,MASP1
KLF14,LNP1
NR2E1,PPCDC
EGR3,TNIK
SP8,MARK2
HOXD10,RIN2
KLF12,SENP8
ATF3,SWSAP1
IRF2,LMO3
RARA,KCNC2
RFX1,MAPK10
HOXA13,TRIM44
BATF3,RBKS
GTF2I,ASCL1
HLX,STAU1
FOXJ2,KIFC3
CREB1,KIAA0895L
GABP,ZDHHC21
YY2,IFT122
CPEB1,PEX7
HSF4,TRA2B
EGR1,RNFT1
ERG,DCAF10
NFYA,ZNF804A
RFX3,MLF2
GATA,LSM12
TCF3,PAGR1
KLF14,ZNF385A
RFX5,ELMO1
CACBP,MARCH4
NR3C2,NFIC
LHX1,C1orf100
AP1,DNMT3B
GATA3,EXOC5
KLF7,JAK1
SREBF1,KLHL12
TAL1,PQBP1
OBOX1,LRRC47
FLI1,RMND1
PRRX1,CIPC
TP73,KCNJ12
OBOX5,RRM1
FOXC1,SLC16A10
LHX1,BACH2
SP4,DPH1
ZIC3,LANCL3
KLF7,OSTC
MNX1,BHLHE22
ETS2,COL24A1
JDP2,POLB
MEF2D,CYFIP2
MAFF,KCNQ2
PATZ1,HRH1
FOXC2,ELMO1
MEOX1,ARPP21
IRF7,SNX10
REL,FXYD6
SP4,OFD1
KLF4,C5orf52
NR2F1,PRUNE
SP1,RTN3
NFE2L2,PPID
TFAP2B,FGF13
AP1,HMBS
POU4F1,CLASP2
FOXC1,EFHD1
HOXC12,PCDHA12
POU1F1,WDR16
STAT,METTL1
HNF4,TRIM31
NFY,C9orf117
HNF1A,MAP2
EHF,NEK11
EHF,HEATR6
KLF7,TOMM70A
ELK4,CCDC71
BATF3,RAB3C
ELK4,THOC5
GSX1,BCOR
FOXO1,FCHSD2
HSF1,GAS7
HF1H3B,IFT74
TFAP4,ABCA3
POU1F1,OTOF
CREB5,CALM2
HEY2,PDK2
SPIB,KIAA0226
NR2F1,MRPL46
PDX1,GCC1
HOXD9,RERGL
MYOD1,ARL5B
JDP2,TBC1D25
HOXA11,ARID3A
ATF1,SLC25A29
HDX,HDAC6
YY1,KLF7
HSF4,ETV5
SP1,SYMPK
MAFK,ARHGEF2
INSM1,ZNF536
FOXC1,PCDHGA5
HF1H3B,DYRK3
SP4,SOX10
POU2F2,ZIC1
EBOX,COMMD8
POU6F2,SEMA3E
NFYA,HDAC4
FOXA1,SNED1
ASCL2,ZNF771
CTCF,ERCC3
SPI1,ARPC3
GLI2,LRRTM2
MESP1,NUDT5
SP8,AKAP5
HOXA9,OSBPL8
GABP,CENPB
POU3F3,CNDP2
HSF1,UCKL1
POU,CHAC2
E2F4,STK35
DLX6,PSMA6
TBX1,PLCG1
ATF4,ALDH1L2
POU4F1,ZNF521
HOXD8,MCUR1
NFE2,PTPN9
PRDM4,CCDC82
GFI1,CACNA1C
GABP,ARF4
ETV3,PRKCQ
POU4F3,NLGN1
KLF4,ARHGEF40
SP1,PRKCI
ZBTB14,MFSD9
SCRT2,DEXI
HNF4,WNT3
FOXA2,MDFI
MEF2A,MAPRE2
TEAD1,CNTRL
RARA,DAPK1
KLF16,TNFAIP8L1
AP3,NBR1
NKX2-1,BBOX1
SP8,C19orf66
ZIC4,INO80
NFAT,SLC8A1
KLF4,PSMD12
CTCF,SETMAR
CTCF,PRR14
CREB,ZCCHC17
RXRA,CCDC60
FOXJ1,ANXA1
RHOXF2,PTPRS
MYOD1,PCDH1
HOXB9,ADAMTS5
TFEC,ASXL2
SOX9,MEGF9
GATA1,PCSK1N
ETV2,MTRF1L
NFE2L2,RPL6
FOXC1,TNRC6B
POU5F1B,GNAL
RFX3,ZNF696
MSX2,GPM6B
EGR4,GRID2
ETS1,MMP3
NFYA,NUS1
HOXD13,DSCAML1
TBR1,JMJD1C
TCF12,GLIS3
ATF1,FARSA
MEOX1,TMOD1
TGIF2LX,RRM1
ETV7,MIF
ATF1,FKBP10
NR2C2,CHMP4B
CACBP,SLITRK2
BARHL1,EPHA5
TFEC,RNFT2
SOX4,C17orf72
KLF4,PPP1R13L
POU2F2,GADD45A
CDX2,SRPX2
E2F4,GSTT2
ELF2,CNTN2
ARNTL,MCM2
RARA,HSF4
E2F3,MYO19
FLI1,KLHDC8A
PPARA,TCF25
TCF3,PCGF2
RFX5,LMBRD1
GATA5,GATA2
FOXF1,PCYT1B
EGR4,PAN2
PRRX2,UVRAG
CACD,SLC22A4
SREBF2,VPS33A
HOXD11,LILRB5
ETS1,THNSL2
MEF2A,ICA1
NKX3-1,BRWD1
SNAI2,UBE2T
EGR,CRISPLD1
KLF14,KIAA1143
NFY,MINK1
KLF14,ILVBL
CREB1,NDUFA7
E2F7,SPAG6
ELK1,GK
ETV7,ARFIP2
CREB,B3GAT3
HF1H3B,NKAIN3
RFX5,LRRC23
BARX1,WDR96
STAT5A,NRP1
EN2,CALR
SPIC,MITF
TBX1,AVL9
KLF4,PIK3IP1
ATF4,SLC1A1
GTF2I,MDGA1
EOMES,KEAP1
NFY,ZNF526
ZFX,ACVR2B
NRF1,STAG1
KLF7,C14orf132
HOXA4,TRDMT1
NRL,LRRC41
FOXJ1,ARSJ
ESR2,RD3L
TP53,LRTM2
HAND1,ZMYND8
CEBP,FBXW11
FOXA1,DYNLT3
TFCP2L1,STAG2
RFX1,C7orf50
GTF2I,KIAA1324
WT1,CTRB1
NFY,DUSP6
E2F1,LRR1
SP8,ST6GAL1
MYF6,RTN4
PPARA,NFIB
KLF4,FHOD1
HOXD11,KDELR1
ETS2,APOA2
TBX20,C1orf61
ETS1,C2orf68
NFIC,IER5
ALX4,PCDHB5
SREBF1,THAP8
SOX3,PPP2R3A
ETV3,ZER1
TFEB,FEN1
GSC2,ALDOC
TFAP2E,VCAN
SP4,WT1
TFCP2L1,KHDRBS2
ATF6,RNF10
ETV5,SPG11
TCF12,ELN
POU2F1,GABRB3
GBX2,SLC16A6
MAF,KLHL1
SP1,NCR2
TAL1,LTBP4
IRF,GNB4
TFAP2C,SPRED1
RARG,GATM
SP1,EGFL6
EOMES,DDX52
SOX2,MBNL1
ETV3,EEF1B2
TCF4,CISD1
LEF1,STC1
ZNF219,PIK3C2A
NFE2L2,PLAA
KLF14,DYNC1I1
BHLHE40,TCEAL6
HF1H3B,ADRA2A
ASCL2,PIANP
ATF2,LIMK1
RFX4,TRAF4
HOXC11,KLF12
NFKB,INO80C
NR3C1,HES7
FOXO1,TNRC18
HF1H3B,CHRDL2
BSX,CER1
TFAP2A,DDX1
NR2E1,SLC39A1
CREB3,SYT11
NHLH1,GNG8
SP3,DPP8
SOX5,EPB41L3
SPIC,WDR83
SP3,PRPF38A
SP4,SPATA2L
RFX7,RHPN1
ELK1,GNG5
FOXA1,IDE
FEV,CYB561A3
EN2,ARNTL
ELF3,ANKRD42
TFAP2B,IQSEC3
EBOX,ZYX
ISX,C11orf70
ETV1,DDX5
GABPA,TRMT44
POU4F2,FAM19A1
NFIA,FARSA
SP1,ZFP64
EN1,ZBTB20
TEF,MCHR2
POU4F3,SLC5A1
ELF4,LSR
TBP,CACNB1
ERF,RAD51D
RFX5,BAIAP3
ZBTB18,NFX1
SP3,SYT6
SP1,RBM18
LHX9,SAMM50
OBOX3,PPP1R9A
KLF14,GALE
ETS1,HNRNPA1
BACH2,GABARAP
KLF7,TMCC2
SP1,SEMA4B
E2F3,FAM178A
CTCF,SKI
NR2C2,ENOPH1
POU3F1,STMN2
NR4A2,KIF24
HOXB13,PIP5K1A
RFX1,GPX7
CREB3,UMPS
IRF9,FAM46A
EN1,PLXNC1
HOXD8,PPP2R5A
IRF,PTPRO
ATF1,DNAJB5
PRRX1,PFKFB3
GABP,ZNF223
CPEB1,CXCL6
SP4,CALB1
GATA,OXNAD1
NR2F1,COL1A2
KLF7,PRRC2A
JDP2,FAM53C
ELK1,SH3GL1
MAFB,HMOX1
SP1,TMEM198
TCF3,NBEAL2
MSX1,SLC18A1
NR2F2,DIP2B
NFIB,MTERFD2
ZNF219,CASKIN2
SP4,UBE2QL1
SP1,ARSJ
ESR1,SMCO4
NR2F6,PCSK6
POU3F4,DRP2
CPEB1,PTPRS
NFIA,PLAT
HOXC12,CAMTA2
POU3F2,TMEM212
KLF14,WDR55
FLI1,SIX3
GABP,AL645728.1
KLF12,ZNF766
POU5F1,CRHBP
TCF12,AKT2
MEF2D,TGFB3
NFYA,OSGEPL1
HAND1,ARL5A
HF1H3B,IMPACT
TFAP4,EVI2A
NFE2,BZW1
HNF1B,NDST4
STAT3,BTG2
POU,BHLHE41
CTCF,FNBP4
RELA,CEND1
E2F1,TMEM11
POU2F2,FOXP1
FOXA1,KIF11
POU4F3,SNTB2
NKX2-5,VIP
NR2F6,BPIFA2
OLIG1,LPHN2
NR5A1,MAGOHB
PAX2,CPLX1
SP1,TFCP2
SP4,HCN4
POU2F1,BBOX1
PKNOX1,USF1
CPEB1,ZMYND8
HERPUD1,CNRIP1
MEIS2,C21orf58
EWSR1,NR2E1
ETS2,NR1D1
GABPA,ZNF266
TBX5,SKP1
EGR,DUSP23
SPI1,NNAT
ZNF219,OLIG1
NR6A1,F11
PRRX2,PTGES3L
DLX4,DSCAM
FOXJ2,GABRA2
ETS1,ZNF605
POU2F2,AKAP6
ALX3,GLTSCR1L
SP1,METTL9
RARG,RAB6A
CTCF,RGS12
EBF1,TRERF1
NFIB,CRY2
ALX3,ABI1
ERG,PHF5A
CACBP,PLA2G16
HLTF,STK38L
SP1,FRMPD1
ZFX,NRARP
LHX5,MMP24
RORA,CACNB4
STAT5A,ABCG2
PBX1,ACTR8
SP4,PFN4
TFEB,RBM19
ETV5,HAT1
ATF1,CHMP3
HOXC13,ZNF326
NR1H,BATF3
OTX2,BCOR
STAT1,LDLRAD4
RFX5,WDR35
MYF6,KIAA0513
IKZF2,PITPNM2
ISX,NAT14
HOXD9,EXTL3
NFY,STAG2
BARX1,PPARGC1A
NR2F6,RPL34
KLF16,NUCB1
TFAP4,BCAS4
MEIS1,SORT1
FOXO1,ELMSAN1
FLI1,AMBN
PTF1A,RASGRP3
HNF4,CDC25A
HMX1,EGR2
HOXA2,PLRG1
PITX3,RCVRN
ETS1,FBXO25
HOXB13,DLG2
PAX6,PARVB
MAFB,APPBP2
MYCN,PDLIM4
LHX3,PTPRE
KLF12,LRRC56
PAX4,CS
ESRRB,VAPA
KLF16,SPRYD7
ELF1,KRT1
TFAP4,RNASEK
GABP,NFKB1
HOXC10,GRIK5
SPI1,TRIM16
SOX30,KAT6A
HF1H3B,COPZ2
PROP1,ERC1
SP3,ESD
NR2F2,CD86
ESRRG,FKBP2
NFY,RBM23
SP1,EPHX2
PHOX2B,KCTD3
GFI1,INADL
TFAP2C,XPNPEP2
NFIC,MED29
SP1,DKKL1
POU3F1,ANP32B
MYEF2,MYOM1
ELK1,VPS9D1
SP3,NEU1
HLX,ATF7
ZNF740,GAS7
EN1,SHOX2
USF1,RSPRY1
MYOD1,PPP1R14C
TFAP2A,SCN5A
TCF3,FAM69A
RFX4,FGF9
NRF1,SMYD3
ALX4,PREX1
SP1,SYT13
SP1,IFT122
RFX1,COLEC11
SP1,PDE4D
ERG,TFG
EGR,LRRC26
HF1H3B,ARL5A
SP4,GLUL
JDP2,TMEM116
RFX2,FAM214A
MAFG,TCF4
SP1,KIAA0319L
FOXA1,IFNAR1
FOXJ2,PDE4B
SREBF1,C10orf53
ARNTL,VPS16
THRB,GABRA1
ONECUT2,A1BG
HNF4,WDR7
CREB1,CDADC1
ALX3,INSM1
MAFF,KIF3C
EGR1,FAM192A
POU,COL23A1
ZIC3,NEMF
CPHX,CACNA2D2
FOXA1,CCL2
POU3F1,ARL4A
HNF4,STARD3NL
KLF14,ABCC8
GSC2,POLD4
SOX8,KCNJ2
HOXA11,ELSPBP1
FOXD1,RERGL
ETS,MED11
BARX2,NACC2
POU3F3,PHF21B
NFE2,TCEB3
POU3F2,ANO6
ATF1,EIF3H
IRF9,GPR84
ATF1,PER1
EVX2,BTBD11
KLF16,NEUROD4
RARG,BTBD2
ELF1,SLC35A3
GABPA,CCT2
NR2C2,FAM193B
XBP1,CBX8
EGR,CEP250
POU4F1,GTPBP1
ZNF143,ZNF180
TBX5,KCNN2
POU1F1,POGLUT1
SP1,RPS13
KLF12,NCAPG2
SP4,MAP3K7
STAT5A,LYRM4
GSC2,ERI2
MGA,TMEM229A
USF,UNC5D
EGR,ACSBG1
IRF2,NUB1
RFX5,PPP6R2
HOXD9,NAPG
HNF4,PDE6B
NFE2,FURIN
ETS,CCDC137
EMX1,PPP2R5A
EGR1,SLC39A7
HOXA3,CDK19
ZNF143,RBM6
ETS1,CCR7
EN1,KLHDC8A
TFE3,DNAJC8
HOXC4,EMC8
ELF2,CLIC1
SP1,ZBTB44
CACD,METTL18
SP1,PIAS1
KLF14,PMEPA1
RFX1,CA10
GBX1,ARL8A
RAX,GPR37L1
GLI,DNAJA3
CREB1,NDUFA13
ETV7,GOLGB1
KLF4,ZNF45
HF1H3B,KCNK2
ASCL2,PRELID2
CREB5,B3GAT3
HOXC13,JAKMIP2
GABP,S100B
RELA,NCR2
HNF4A,MZF1
FEV,EMID1
NRF1,FIP1L1
FLI1,ZNF846
IRF2,NAMPT
ATF4,BCAT1
ESX1,KDM3B
HNF4,KIAA1549
HF1H3B,FOS
MYOD1,HPGD
POU4F3,PABPC3
SP1,NRM
TCF3,C2ORF15
ARNTL,C5orf51
LHX3,INSM1
LBX2,MYF6
HOXC4,IGJ
ONECUT3,ZFHX2
LHX2,DCHS2
ZKSCAN3,HCN4
TFAP2E,SHC3
ESRRB,STK17A
KLF4,CCT2
POU3F1,ADNP
FLI1,WNT5A
DOBOX5,ANKS6
ELK1,DCTN3
ONECUT3,EIF4G3
ZNF281,SLC51B
ISL2,STARD13
GLI2,MTUS1
RELA,CISD3
CTCF,TLR6
ETS,CDK14
HNF4,AP3B2
ETS2,LIMD2
NR5A1,NFE2L2
IRF,HTR1E
XBP1,TBC1D25
GLI,TENM3
